"object_id,""ts"",""x"",""y"",""x_v"",""y_v"",""x_a"",""y_a"",""x_size"",""y_size"",""z_size"",""heading"",""pedestrian_probability"",""bicyclist_probability"",""motorcycle_probability"",""car_probability"",""van_probability"",""truck_probability"",""t0"",""v_abs"",""a_abs"",""a_signed"",""a_in_heading"",""class"","
"4106,1509096323.0146,617354.91,5795481.59,-9.36,-27.3,0,0,1.6,3.48,1.27,251.06,0,0,0,255,0,0,0,28.86,0,0,0,""c"","
,1509096323.0546,617354.54,5795480.5,-9.36,-27.3,0,0,1.6,3.48,1.27,251.06,0,0,0,255,0,0,0.04,28.86,0,0,0,,
,1509096323.0946,617354.17,5795479.34,-9.5,-28.34,-0.04,-0.14,1.6,3.48,1.27,251.45,0,0,0,255,0,0,0.08,29.8899,0.1456,0.1456,0.14545,,
,1509096323.1346,617353.79,5795478.21,-9.5,-28.34,-0.04,-0.14,1.6,3.48,1.27,251.45,0,0,0,255,0,0,0.12,29.8899,0.1456,0.1456,0.14545,,
,1509096323.1746,617353.44,5795477.05,-9.49,-28.62,-0.07,-0.23,1.6,3.48,1.27,251.64,0,0,0,255,0,0,0.16,30.1524,0.24042,0.24042,0.24034,,
,1509096323.2146,617353.06,5795475.91,-9.49,-28.62,-0.07,-0.23,1.6,3.48,1.27,251.64,0,0,0,255,0,0,0.2,30.1524,0.24042,0.24042,0.24034,,
,1509096323.2546,617352.7,5795474.67,-9.63,-29.49,-0.23,-0.7,1.6,3.48,1.27,251.91,0,0,0,255,0,0,0.24,31.0225,0.73682,0.73682,0.73682,,
,1509096323.2946,617352.32,5795473.49,-9.63,-29.49,-0.23,-0.7,1.6,3.48,1.27,251.91,0,0,0,255,0,0,0.28,31.0225,0.73682,0.73682,0.73682,,
,1509096323.3346,617351.88,5795472.12,-9.88,-30.62,-0.5,-1.55,1.6,3.48,1.27,252.1,0,0,0,255,0,0,0.32,32.1745,1.6286,1.6286,1.6286,,
,1509096323.3746,617351.48,5795470.89,-9.88,-30.62,-0.5,-1.55,1.6,3.48,1.27,252.1,0,0,0,255,0,0,0.36,32.1745,1.6286,1.6286,1.6286,,
,1509096323.4146,617351.02,5795469.54,-9.94,-30.94,-0.56,-1.75,1.6,3.48,1.27,252.16,0,0,0,255,0,0,0.4,32.4975,1.8374,1.8374,1.8374,,
,1509096323.4546,617350.62,5795468.3,-9.94,-30.94,-0.56,-1.75,1.6,3.48,1.27,252.16,0,0,0,255,0,0,0.44,32.4975,1.8374,1.8374,1.8374,,
,1509096323.4946,617350.25,5795467.23,-9.92,-30.89,-0.49,-1.52,1.6,3.48,1.27,252.18,0,0,0,255,0,0,0.48,32.4438,1.597,1.597,1.597,,
,1509096323.5346,617349.85,5795465.99,-9.92,-30.89,-0.49,-1.52,1.6,3.48,1.27,252.18,0,0,0,255,0,0,0.52,32.4438,1.597,1.597,1.597,,
,1509096323.5746,617349.51,5795465.03,-9.71,-29.99,-0.07,-0.24,1.6,3.48,1.27,252.05,0,0,0,255,0,0,0.56,31.5228,0.25,0.25,0.24989,,
,1509096323.6146,617349.13,5795463.83,-9.71,-29.99,-0.07,-0.24,1.6,3.48,1.27,252.05,0,0,0,255,0,0,0.6,31.5228,0.25,0.25,0.24989,,
,1509096323.6546,617348.81,5795462.85,-9.56,-29.44,0.17,0.52,1.6,3.48,1.27,252,0,0,0,255,0,0,0.64,30.9533,0.54708,-0.54708,-0.54708,,
,1509096323.6946,617348.43,5795461.67,-9.56,-29.44,0.17,0.52,1.6,3.48,1.27,252,0,0,0,255,0,0,0.68,30.9533,0.54708,-0.54708,-0.54708,,
,1509096323.7346,617348.03,5795460.41,-9.69,-30.02,-0.1,-0.33,1.6,3.48,1.27,252.1,0,0,0,255,0,0,0.72,31.5452,0.34482,0.34482,0.34476,,
,1509096323.7746,617347.39,5795458.62,-8.99,-27.73,0.96,2.97,1.6,3.48,1.27,252.02,0,0,0,255,0,0,0.76,29.1509,3.1213,-3.1213,-3.1213,,
,1509096323.8146,617347.03,5795457.51,-8.99,-27.73,0.96,2.97,1.6,3.48,1.27,252.02,0,0,0,255,0,0,0.8,29.1509,3.1213,-3.1213,-3.1213,,
,1509096323.8546,617346.86,5795457.09,-9.58,-29.67,-0.06,-0.18,1.6,3.48,1.27,252.1,0,0,0,255,0,0,0.84,31.1783,0.18974,0.18974,0.18973,,
,1509096323.8946,617346.48,5795455.9,-9.58,-29.67,-0.06,-0.18,1.6,3.48,1.27,252.1,0,0,0,255,0,0,0.88,31.1783,0.18974,0.18974,0.18973,,
,1509096323.9346,617346.14,5795454.84,-10.66,-33.47,-1.89,-5.96,1.6,3.48,1.27,252.34,0,0,0,255,0,0,0.92,35.1266,6.2525,6.2525,6.2525,,
,1509096323.9746,617345.72,5795453.5,-10.66,-33.47,-1.89,-5.96,1.6,3.48,1.27,252.34,0,0,0,255,0,0,0.96,35.1266,6.2525,6.2525,6.2525,,
,1509096324.0146,617345.35,5795452.22,-11,-34.85,-2.39,-7.6,1.6,3.48,1.27,252.48,0,0,0,255,0,0,1,36.5448,7.9669,7.9669,7.9669,,
,1509096324.0546,617344.91,5795450.83,-11,-34.85,-2.39,-7.6,1.6,3.48,1.27,252.48,0,0,0,255,0,0,1.04,36.5448,7.9669,7.9669,7.9669,,
,1509096324.0946,617344.55,5795449.6,-11.34,-36.22,-2.89,-9.23,1.6,3.48,1.27,252.61,0,0,0,255,0,0,1.08,37.9537,9.6719,9.6719,9.6719,,
,1509096324.1346,617344.1,5795448.15,-11.34,-36.22,-2.89,-9.23,1.6,3.48,1.27,252.61,0,0,0,255,0,0,1.12,37.9537,9.6719,9.6719,9.6719,,
,1509096324.1746,617343.69,5795446.96,-11.22,-35.54,-2.22,-7.03,1.6,3.48,1.27,252.48,0,0,0,255,0,0,1.16,37.269,7.3722,7.3722,7.3722,,
,1509096324.2146,617343.24,5795445.54,-11.22,-35.54,-2.22,-7.03,1.6,3.48,1.27,252.48,0,0,0,255,0,0,1.2,37.269,7.3722,7.3722,7.3722,,
,1509096324.2546,617342.91,5795444.61,-10.09,-31.61,-0.12,-0.38,1.6,3.48,1.27,252.29,0,0,0,255,0,0,1.24,33.1813,0.3985,0.3985,0.3985,,
,1509096324.2946,617342.51,5795443.34,-10.09,-31.61,-0.12,-0.38,1.6,3.48,1.27,252.29,0,0,0,255,0,0,1.28,33.1813,0.3985,0.3985,0.3985,,
,1509096324.3346,617342.25,5795442.74,-10.1,-31.35,0.03,0.1,1.6,3.48,1.27,252.14,0,0,0,255,0,0,1.32,32.9368,0.1044,-0.1044,-0.10438,,
,1509096324.3746,617341.85,5795441.48,-10.1,-31.35,0.03,0.1,1.6,3.48,1.27,252.14,0,0,0,255,0,0,1.36,32.9368,0.1044,-0.1044,-0.10438,,
,1509096324.4146,617341.51,5795440.54,-10.15,-31.33,0.04,0.14,1.6,3.48,1.27,252.03,0,0,0,255,0,0,1.4,32.9331,0.1456,-0.1456,-0.14551,,
,1509096324.4546,617341.1,5795439.29,-10.15,-31.33,0.04,0.14,1.6,3.48,1.27,252.03,0,0,0,255,0,0,1.44,32.9331,0.1456,-0.1456,-0.14551,,
,1509096324.4946,617340.86,5795438.57,-9.98,-30.7,0.37,1.14,1.6,3.48,1.27,251.98,0,0,0,255,0,0,1.48,32.2814,1.1985,-1.1985,-1.1985,,
,1509096324.5346,617340.46,5795437.34,-9.98,-30.7,0.37,1.14,1.6,3.48,1.27,251.98,0,0,0,255,0,0,1.52,32.2814,1.1985,-1.1985,-1.1985,,
,1509096324.5746,617340.15,5795436.46,-9.58,-29.38,1,3.08,1.6,3.48,1.27,251.92,0,0,0,255,0,0,1.56,30.9024,3.2383,-3.2383,-3.2383,,
,1509096324.6146,617339.77,5795435.28,-9.58,-29.38,1,3.08,1.6,3.48,1.27,251.92,0,0,0,255,0,0,1.6,30.9024,3.2383,-3.2383,-3.2383,,
,1509096324.6546,617339.39,5795434.15,-9.8,-29.98,0.49,1.52,1.6,3.48,1.27,251.89,0,0,0,255,0,0,1.64,31.5411,1.597,-1.597,-1.597,,
,1509096324.6946,617338.99,5795432.95,-9.8,-29.98,0.49,1.52,1.6,3.48,1.27,251.89,0,0,0,255,0,0,1.68,31.5411,1.597,-1.597,-1.597,,
,1509096324.7346,617338.63,5795431.84,-10.01,-30.59,-0.01,-0.03,1.6,3.48,1.27,251.87,0,0,0,255,0,0,1.72,32.1861,0.031623,0.031623,0.031622,,
,1509096324.7746,617338.24,5795430.73,-10.15,-30.96,-0.19,-0.59,1.6,3.48,1.27,251.83,0,0,0,255,0,0,1.76,32.5813,0.61984,0.61984,0.61983,,
,1509096324.8146,617337.83,5795429.49,-10.15,-30.96,-0.19,-0.59,1.6,3.48,1.27,251.83,0,0,0,255,0,0,1.8,32.5813,0.61984,0.61984,0.61983,,
,1509096324.8546,617337.33,5795428.11,-11.03,-33.59,-1.45,-4.44,1.6,3.48,1.27,251.81,0,0,0,255,0,0,1.84,35.3546,4.6708,4.6708,4.6708,,
,1509096324.8946,617336.89,5795426.77,-11.03,-33.59,-1.45,-4.44,1.6,3.48,1.27,251.81,0,0,0,255,0,0,1.88,35.3546,4.6708,4.6708,4.6708,,
,1509096324.9346,617336.43,5795425.42,-10.23,-31.09,-0.09,-0.28,1.6,3.48,1.27,251.78,0,0,0,255,0,0,1.92,32.7298,0.29411,0.29411,0.2941,,
,1509096324.9746,617336.02,5795424.18,-10.23,-31.09,-0.09,-0.28,1.6,3.48,1.27,251.78,0,0,0,255,0,0,1.96,32.7298,0.29411,0.29411,0.2941,,
,1509096325.0146,617335.61,5795422.94,-10.23,-31.09,-0.09,-0.28,1.6,3.48,1.27,251.78,0,0,0,255,0,0,2,32.7298,0.29411,0.29411,0.2941,,
,1509096325.0546,617335.2,5795421.69,-10.23,-31.09,-0.09,-0.28,1.6,3.48,1.27,251.78,0,0,0,255,0,0,2.04,32.7298,0.29411,0.29411,0.2941,,

"object_id,""ts"",""x"",""y"",""x_v"",""y_v"",""x_a"",""y_a"",""x_size"",""y_size"",""z_size"",""heading"",""pedestrian_probability"",""bicyclist_probability"",""motorcycle_probability"",""car_probability"",""van_probability"",""truck_probability"",""t0"",""v_abs"",""a_abs"",""a_signed"",""a_in_heading"",""class"","
"4110,1509096323.7346,617351.58,5795425.73,9.99,27.48,0,0,1.48,3.08,1.36,70.01,0,0,0,255,0,0,0,29.2395,0,0,0,""c"","
,1509096323.7746,617351.96,5795427.09,10.17,28.99,0.07,0.21,1.48,3.08,1.36,70.66,0,0,0,255,0,0,0.04,30.7221,0.22136,0.22136,0.22133,,
,1509096323.8146,617352.37,5795428.25,10.17,28.99,0.07,0.21,1.48,3.08,1.36,70.66,0,0,0,255,0,0,0.08,30.7221,0.22136,0.22136,0.22133,,
,1509096323.8546,617352.79,5795429.75,10.51,31.35,0.34,1.01,1.48,3.08,1.36,71.45,0,0,0,255,0,0,0.12,33.0648,1.0657,1.0657,1.0657,,
,1509096323.8946,617353.21,5795431.01,10.51,31.35,0.34,1.01,1.48,3.08,1.36,71.45,0,0,0,255,0,0,0.16,33.0648,1.0657,1.0657,1.0657,,
,1509096323.9346,617353.62,5795432.41,10.57,31.98,0.48,1.46,1.48,3.08,1.36,71.7,0,0,0,255,0,0,0.2,33.6815,1.5369,1.5369,1.5369,,
,1509096323.9746,617354.04,5795433.69,10.57,31.98,0.48,1.46,1.48,3.08,1.36,71.7,0,0,0,255,0,0,0.24,33.6815,1.5369,1.5369,1.5369,,
,1509096324.0146,617354.46,5795435.06,10.62,32.6,0.62,1.91,1.48,3.08,1.36,71.95,0,0,0,255,0,0,0.28,34.2862,2.0081,2.0081,2.0081,,
,1509096324.0546,617354.89,5795436.37,10.62,32.6,0.62,1.91,1.48,3.08,1.36,71.95,0,0,0,255,0,0,0.32,34.2862,2.0081,2.0081,2.0081,,
,1509096324.0946,617355.29,5795437.79,10.63,33.15,0.72,2.25,1.48,3.08,1.36,72.22,0,0,0,255,0,0,0.36,34.8126,2.3624,2.3624,2.3624,,
,1509096324.1346,617355.72,5795439.11,10.63,33.15,0.72,2.25,1.48,3.08,1.36,72.22,0,0,0,255,0,0,0.4,34.8126,2.3624,2.3624,2.3624,,
,1509096324.1746,617356.07,5795440.16,10.35,30.96,0,0,1.48,3.08,1.36,71.51,0,0,0,255,0,0,0.44,32.6442,0,0,0,,
,1509096324.2146,617356.49,5795441.4,10.35,30.96,0,0,1.48,3.08,1.36,71.51,0,0,0,255,0,0,0.48,32.6442,0,0,0,,
,1509096324.2546,617356.85,5795442.39,10.18,30.24,-0.26,-0.8,1.48,3.08,1.36,71.39,0,0,0,255,0,0,0.52,31.9075,0.84119,-0.84119,-0.84114,,
,1509096324.2946,617357.25,5795443.6,10.18,30.24,-0.26,-0.8,1.48,3.08,1.36,71.39,0,0,0,255,0,0,0.56,31.9075,0.84119,-0.84119,-0.84114,,
,1509096324.3346,617357.62,5795444.61,10.02,29.87,-0.4,-1.2,1.48,3.08,1.36,71.44,0,0,0,255,0,0,0.6,31.5058,1.2649,-1.2649,-1.2649,,
,1509096324.3746,617358.02,5795445.8,10.02,29.87,-0.4,-1.2,1.48,3.08,1.36,71.44,0,0,0,255,0,0,0.64,31.5058,1.2649,-1.2649,-1.2649,,
,1509096324.4146,617358.36,5795446.87,10.4,32.09,0.54,1.67,1.48,3.08,1.36,72.04,0,0,0,255,0,0,0.68,33.7332,1.7551,1.7551,1.7551,,
,1509096324.4546,617358.77,5795448.15,10.4,32.09,0.54,1.67,1.48,3.08,1.36,72.04,0,0,0,255,0,0,0.72,33.7332,1.7551,1.7551,1.7551,,
,1509096324.4946,617359.16,5795449.43,10.48,33.34,0.97,3.1,1.48,3.08,1.36,72.54,0,0,0,255,0,0,0.76,34.9483,3.2482,3.2482,3.2482,,
,1509096324.5346,617359.58,5795450.76,10.48,33.34,0.97,3.1,1.48,3.08,1.36,72.54,0,0,0,255,0,0,0.8,34.9483,3.2482,3.2482,3.2482,,
,1509096324.5746,617359.92,5795451.9,10.45,33.33,0.84,2.7,1.48,3.08,1.36,72.58,0,0,0,255,0,0,0.84,34.9298,2.8276,2.8276,2.8276,,
,1509096324.6146,617360.34,5795453.23,10.45,33.33,0.84,2.7,1.48,3.08,1.36,72.58,0,0,0,255,0,0,0.88,34.9298,2.8276,2.8276,2.8276,,
,1509096324.6546,617360.71,5795454.16,10.11,30.03,-0.76,-2.25,1.48,3.08,1.36,71.37,0,0,0,255,0,0,0.92,31.6862,2.3749,-2.3749,-2.3749,,
,1509096324.6946,617361.12,5795455.36,10.11,30.03,-0.76,-2.25,1.48,3.08,1.36,71.37,0,0,0,255,0,0,0.96,31.6862,2.3749,-2.3749,-2.3749,,
,1509096324.7346,617361.49,5795456.5,10.14,30.04,-0.64,-1.92,1.48,3.08,1.36,71.33,0,0,0,255,0,0,1,31.7052,2.0239,-2.0239,-2.0238,,
,1509096324.7746,617361.88,5795457.64,10.17,30.05,-0.53,-1.58,1.48,3.08,1.36,71.29,0,0,0,255,0,0,1.04,31.7243,1.6665,-1.6665,-1.6665,,
,1509096324.8146,617362.29,5795458.84,10.17,30.05,-0.53,-1.58,1.48,3.08,1.36,71.29,0,0,0,255,0,0,1.08,31.7243,1.6665,-1.6665,-1.6665,,
,1509096324.8546,617362.7,5795459.95,9.8,28.76,-1.14,-3.38,1.48,3.08,1.36,71.18,0,0,0,255,0,0,1.12,30.3838,3.5671,-3.5671,-3.5671,,
,1509096324.8946,617363.1,5795461.1,9.8,28.76,-1.14,-3.38,1.48,3.08,1.36,71.18,0,0,0,255,0,0,1.16,30.3838,3.5671,-3.5671,-3.5671,,
,1509096324.9346,617363.45,5795462.16,10.11,30.14,-0.35,-1.06,1.48,3.08,1.36,71.44,0,0,0,255,0,0,1.2,31.7904,1.1163,-1.1163,-1.1163,,
,1509096324.9746,617363.86,5795463.36,10.11,30.14,-0.35,-1.06,1.48,3.08,1.36,71.44,0,0,0,255,0,0,1.24,31.7904,1.1163,-1.1163,-1.1163,,
,1509096325.0146,617364.26,5795464.59,10.23,30.49,-0.14,-0.44,1.48,3.08,1.36,71.44,0,0,0,255,0,0,1.28,32.1604,0.46174,-0.46174,-0.46168,,
,1509096325.0546,617364.67,5795465.81,10.23,30.49,-0.14,-0.44,1.48,3.08,1.36,71.44,0,0,0,255,0,0,1.32,32.1604,0.46174,-0.46174,-0.46168,,
,1509096325.0946,617365.09,5795466.84,9.77,26.71,-2.02,-5.55,1.48,3.08,1.36,69.88,0,0,0,255,0,0,1.36,28.4408,5.9062,-5.9062,-5.9062,,
,1509096325.1346,617365.49,5795467.91,9.77,26.71,-2.02,-5.55,1.48,3.08,1.36,69.88,0,0,0,255,0,0,1.4,28.4408,5.9062,-5.9062,-5.9062,,
,1509096325.1746,617365.79,5795468.51,10.16,26.91,-1.7,-4.51,1.48,3.08,1.36,69.31,0,0,0,255,0,0,1.44,28.7641,4.8198,-4.8198,-4.8198,,
,1509096325.2146,617366.19,5795469.58,10.16,26.91,-1.7,-4.51,1.48,3.08,1.36,69.31,0,0,0,255,0,0,1.48,28.7641,4.8198,-4.8198,-4.8198,,
,1509096325.2546,617366.57,5795470.58,10.08,26.72,-1.62,-4.29,1.48,3.08,1.36,69.31,0,0,0,255,0,0,1.52,28.5581,4.5857,-4.5857,-4.5857,,
,1509096325.2946,617366.97,5795471.65,10.08,26.72,-1.62,-4.29,1.48,3.08,1.36,69.31,0,0,0,255,0,0,1.56,28.5581,4.5857,-4.5857,-4.5857,,
,1509096325.3346,617367.35,5795472.78,10.03,26.79,-1.38,-3.69,1.48,3.08,1.36,69.44,0,0,0,255,0,0,1.6,28.606,3.9396,-3.9396,-3.9396,,
,1509096325.3746,617367.75,5795473.85,10.03,26.79,-1.38,-3.69,1.48,3.08,1.36,69.44,0,0,0,255,0,0,1.64,28.606,3.9396,-3.9396,-3.9396,,
,1509096325.4146,617368.14,5795475.22,10.11,28.75,-0.16,-0.47,1.48,3.08,1.36,70.62,0,0,0,255,0,0,1.68,30.4758,0.49649,-0.49649,-0.49646,,
,1509096325.4546,617368.54,5795476.37,10.11,28.75,-0.16,-0.47,1.48,3.08,1.36,70.62,0,0,0,255,0,0,1.72,30.4758,0.49649,-0.49649,-0.49646,,
,1509096325.4946,617368.9,5795477.41,9.77,27.05,-1.07,-2.98,1.48,3.08,1.36,70.13,0,0,0,255,0,0,1.76,28.7603,3.1663,-3.1663,-3.1663,,
,1509096325.5346,617369.3,5795478.5,9.77,27.05,-1.07,-2.98,1.48,3.08,1.36,70.13,0,0,0,255,0,0,1.8,28.7603,3.1663,-3.1663,-3.1663,,
,1509096325.5746,617369.68,5795479.44,9.71,25.9,-1.59,-4.26,1.48,3.08,1.36,69.45,0,0,0,255,0,0,1.84,27.6603,4.5471,-4.5471,-4.547,,
,1509096325.6146,617370.06,5795480.47,9.71,25.9,-1.59,-4.26,1.48,3.08,1.36,69.45,0,0,0,255,0,0,1.88,27.6603,4.5471,-4.5471,-4.547,,
,1509096325.6546,617370.46,5795481.64,10.09,27.38,-0.53,-1.44,1.48,3.08,1.36,69.77,0,0,0,255,0,0,1.92,29.18,1.5344,-1.5344,-1.5344,,
,1509096325.6946,617370.87,5795482.74,10.09,27.38,-0.53,-1.44,1.48,3.08,1.36,69.77,0,0,0,255,0,0,1.96,29.18,1.5344,-1.5344,-1.5344,,
,1509096325.7346,617371.24,5795483.7,9.64,26.24,-1.14,-3.13,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2,27.9547,3.3311,-3.3311,-3.3311,,
,1509096325.7746,617371.67,5795484.63,8.8,23.95,-2.37,-6.46,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.04,25.5155,6.881,-6.881,-6.881,,
,1509096325.8146,617372.02,5795485.59,8.8,23.95,-2.37,-6.46,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.08,25.5155,6.881,-6.881,-6.881,,
,1509096325.8546,617372.29,5795486.39,7.23,19.68,-4.87,-13.27,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.12,20.9661,14.1354,-14.1354,-14.1354,,
,1509096325.8946,617372.58,5795487.18,7.23,19.68,-4.87,-13.27,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.16,20.9661,14.1354,-14.1354,-14.1354,,
,1509096325.9346,617372.91,5795488.12,5.66,15.41,-7.38,-20.07,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.2,16.4166,21.3839,-21.3839,-21.3839,,
,1509096325.9746,617373.14,5795488.74,5.66,15.41,-7.38,-20.07,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.24,16.4166,21.3839,-21.3839,-21.3839,,
,1509096326.0146,617373.52,5795489.83,4.09,11.14,-9.88,-26.88,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.28,11.8671,28.6382,-28.6382,-28.6382,,
,1509096326.0546,617373.69,5795490.27,4.09,11.14,-9.88,-26.88,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.32,11.8671,28.6382,-28.6382,-28.6382,,
,1509096326.0946,617374.11,5795491.51,2.52,6.87,-12.38,-33.69,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.36,7.3176,35.8926,-35.8926,-35.8926,,
,1509096326.1346,617374.21,5795491.78,2.52,6.87,-12.38,-33.69,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.4,7.3176,35.8926,-35.8926,-35.8926,,
,1509096326.1746,617374.32,5795492.06,2.52,6.87,-12.38,-33.69,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.44,7.3176,35.8926,-35.8926,-35.8926,,
,1509096326.2146,617374.42,5795492.33,2.52,6.87,-12.38,-33.69,1.48,3.08,1.36,69.81,0,0,0,255,0,0,2.48,7.3176,35.8926,-35.8926,-35.8926,,

"object_id,""ts"",""x"",""y"",""x_v"",""y_v"",""x_a"",""y_a"",""x_size"",""y_size"",""z_size"",""heading"",""pedestrian_probability"",""bicyclist_probability"",""motorcycle_probability"",""car_probability"",""van_probability"",""truck_probability"",""t0"",""v_abs"",""a_abs"",""a_signed"",""a_in_heading"",""class"","
"4113,1509096323.8546,617347.95,5795425.96,8.4,14.99,0,0,2.16,3.38,1.35,60.72,0,0,0,255,0,0,0,17.1831,0,0,0,""c"","
,1509096323.8946,617348.29,5795426.56,8.4,14.99,0,0,2.16,3.38,1.35,60.72,0,0,0,255,0,0,0.04,17.1831,0,0,0,,
,1509096323.9346,617348.36,5795426.91,9.71,18.09,0.24,0.44,2.15,3.37,1.35,61.76,0,0,0,255,0,0,0.08,20.5312,0.5012,0.5012,0.50119,,
,1509096323.9746,617348.74,5795427.63,9.71,18.09,0.24,0.44,2.15,3.37,1.35,61.76,0,0,0,255,0,0,0.12,20.5312,0.5012,0.5012,0.50119,,
,1509096324.0146,617349.21,5795428.99,10.16,19.43,0.61,1.17,2.15,3.35,1.35,62.39,0,0,0,255,0,0,0.16,21.926,1.3195,1.3195,1.3195,,
,1509096324.0546,617349.62,5795429.76,10.16,19.43,0.61,1.17,2.15,3.35,1.35,62.39,0,0,0,255,0,0,0.2,21.926,1.3195,1.3195,1.3195,,
,1509096324.0946,617350.08,5795431.06,10.58,20.79,0.97,1.92,2.15,3.36,1.35,63.03,0,0,0,255,0,0,0.24,23.3272,2.1511,2.1511,2.1511,,
,1509096324.1346,617350.51,5795431.89,10.58,20.79,0.97,1.92,2.15,3.36,1.35,63.03,0,0,0,255,0,0,0.28,23.3272,2.1511,2.1511,2.1511,,
,1509096324.1746,617350.86,5795433.42,10.43,21.51,1.07,2.21,2.16,3.46,1.35,64.12,0,0,0,255,0,0,0.32,23.9053,2.4554,2.4554,2.4554,,
,1509096324.2146,617351.28,5795434.28,10.43,21.51,1.07,2.21,2.16,3.46,1.35,64.12,0,0,0,255,0,0,0.36,23.9053,2.4554,2.4554,2.4554,,
,1509096324.2546,617351.65,5795435.74,10.59,23.06,1.64,3.58,2.16,3.49,1.35,65.31,0,0,0,255,0,0,0.4,25.3754,3.9378,3.9378,3.9378,,
,1509096324.2946,617352.07,5795436.66,10.59,23.06,1.64,3.58,2.16,3.49,1.35,65.31,0,0,0,255,0,0,0.44,25.3754,3.9378,3.9378,3.9378,,
,1509096324.3346,617352.43,5795438.06,10.7,24.64,2.16,4.98,2.15,3.5,1.35,66.52,0,0,0,255,0,0,0.48,26.863,5.4283,5.4283,5.4283,,
,1509096324.3746,617352.86,5795439.04,10.7,24.64,2.16,4.98,2.15,3.5,1.35,66.52,0,0,0,255,0,0,0.52,26.863,5.4283,5.4283,5.4283,,
,1509096324.4146,617353.3,5795440.56,10.87,25.54,2.39,5.62,2.15,3.52,1.35,66.94,0,0,0,255,0,0,0.56,27.757,6.1071,6.1071,6.1071,,
,1509096324.4546,617353.74,5795441.58,10.87,25.54,2.39,5.62,2.15,3.52,1.35,66.94,0,0,0,255,0,0,0.6,27.757,6.1071,6.1071,6.1071,,
,1509096324.4946,617354.18,5795443.06,11.03,26.45,2.61,6.27,2.15,3.53,1.35,67.36,0,0,0,255,0,0,0.64,28.6577,6.7915,6.7915,6.7915,,
,1509096324.5346,617354.62,5795444.12,11.03,26.45,2.61,6.27,2.15,3.53,1.35,67.36,0,0,0,255,0,0,0.68,28.6577,6.7915,6.7915,6.7915,,
,1509096324.5746,617355.07,5795445.57,11.17,27.37,2.82,6.92,2.15,3.53,1.35,67.78,0,0,0,255,0,0,0.72,29.5616,7.4725,7.4725,7.4725,,
,1509096324.6146,617355.51,5795446.66,11.17,27.37,2.82,6.92,2.15,3.53,1.35,67.78,0,0,0,255,0,0,0.76,29.5616,7.4725,7.4725,7.4725,,
,1509096324.6546,617355.94,5795448.08,11.31,28.28,3.03,7.58,2.15,3.53,1.35,68.2,0,0,0,255,0,0,0.8,30.4577,8.1632,8.1632,8.1632,,
,1509096324.6946,617356.39,5795449.21,11.31,28.28,3.03,7.58,2.15,3.53,1.35,68.2,0,0,0,255,0,0,0.84,30.4577,8.1632,8.1632,8.1632,,
,1509096324.7346,617356.82,5795450.59,11.43,29.2,3.22,8.24,2.15,3.53,1.35,68.62,0,0,0,255,0,0,0.88,31.3574,8.8468,8.8468,8.8468,,
,1509096324.7746,617357.14,5795452.6,11.07,30.04,3.1,8.41,2.15,3.53,1.35,69.75,0,0,0,255,0,0,0.92,32.0148,8.9632,8.9632,8.9632,,
,1509096324.8146,617357.58,5795453.8,11.07,30.04,3.1,8.41,2.15,3.53,1.35,69.75,0,0,0,255,0,0,0.96,32.0148,8.9632,8.9632,8.9632,,
,1509096324.8546,617357.89,5795455.36,10.8,30.09,2.8,7.81,2.15,3.53,1.35,70.25,0,0,0,255,0,0,1,31.9695,8.2968,8.2968,8.2968,,
,1509096324.8946,617358.32,5795456.56,10.8,30.09,2.8,7.81,2.15,3.53,1.35,70.25,0,0,0,255,0,0,1.04,31.9695,8.2968,8.2968,8.2968,,
,1509096324.9346,617358.49,5795458.02,10.38,32,2.89,8.91,2.15,3.53,1.35,72.02,0,0,0,255,0,0,1.08,33.6414,9.367,9.367,9.367,,
,1509096324.9746,617358.9,5795459.3,10.38,32,2.89,8.91,2.15,3.53,1.35,72.02,0,0,0,255,0,0,1.12,33.6414,9.367,9.367,9.367,,
,1509096325.0146,617359.24,5795460.81,9.78,31.05,2.22,7.04,2.15,3.53,1.35,72.48,0,0,0,255,0,0,1.16,32.5538,7.3817,7.3817,7.3817,,
,1509096325.0546,617359.64,5795462.06,9.78,31.05,2.22,7.04,2.15,3.53,1.35,72.48,0,0,0,255,0,0,1.2,32.5538,7.3817,7.3817,7.3817,,
,1509096325.0946,617360.1,5795463.43,10.08,31.29,2.17,6.75,2.15,3.53,1.35,72.13,0,0,0,255,0,0,1.24,32.8736,7.0902,7.0902,7.0902,,
