"object_id,""ts"",""x"",""y"",""x_v"",""y_v"",""x_a"",""y_a"",""x_size"",""y_size"",""z_size"",""heading"",""pedestrian_probability"",""bicyclist_probability"",""motorcycle_probability"",""car_probability"",""van_probability"",""truck_probability"",""t0"",""v_abs"",""a_abs"",""a_signed"",""a_in_heading"",""class"","
,1509096338.8546,617370.98,5795519.06,-8.22,-25.72,0.24,0.76,1.65,3.98,1.35,252.26,0,0,0,255,0,0,5.28,27.0016,0.79699,-0.79699,-0.79699,,
,1509096338.8946,617370.65,5795518.03,-8.22,-25.72,0.24,0.76,1.65,3.98,1.35,252.26,0,0,0,255,0,0,5.32,27.0016,0.79699,-0.79699,-0.79699,,
,1509096338.9346,617370.27,5795516.96,-8.27,-25.8,0.2,0.62,1.65,3.98,1.35,252.22,0,0,0,255,0,0,5.36,27.093,0.65146,-0.65146,-0.65146,,
,1509096338.9746,617369.94,5795515.93,-8.27,-25.8,0.2,0.62,1.65,3.98,1.35,252.22,0,0,0,255,0,0,5.4,27.093,0.65146,-0.65146,-0.65146,,
,1509096339.0146,617369.55,5795514.86,-8.31,-25.88,0.15,0.48,1.65,3.98,1.35,252.18,0,0,0,255,0,0,5.44,27.1814,0.50289,-0.50289,-0.50288,,
,1509096339.0546,617369.21,5795513.83,-8.31,-25.88,0.15,0.48,1.65,3.98,1.35,252.18,0,0,0,255,0,0,5.48,27.1814,0.50289,-0.50289,-0.50288,,
,1509096339.0946,617368.83,5795512.76,-8.36,-25.96,0.11,0.34,1.65,3.98,1.35,252.15,0,0,0,255,0,0,5.52,27.2729,0.35735,-0.35735,-0.35735,,
,1509096339.1346,617368.5,5795511.73,-8.36,-25.96,0.11,0.34,1.65,3.98,1.35,252.15,0,0,0,255,0,0,5.56,27.2729,0.35735,-0.35735,-0.35735,,
,1509096339.1746,617368.12,5795510.67,-8.4,-26.04,0.06,0.2,1.65,3.98,1.35,252.11,0,0,0,255,0,0,5.6,27.3613,0.20881,-0.20881,-0.20876,,
,1509096339.2146,617367.78,5795509.63,-8.4,-26.04,0.06,0.2,1.65,3.98,1.35,252.11,0,0,0,255,0,0,5.64,27.3613,0.20881,-0.20881,-0.20876,,
,1509096339.2546,617367.39,5795508.57,-8.44,-26.12,0.02,0.06,1.65,3.98,1.35,252.08,0,0,0,255,0,0,5.68,27.4497,0.063246,-0.063246,-0.063243,,
,1509096339.2946,617367.05,5795507.52,-8.44,-26.12,0.02,0.06,1.65,3.98,1.35,252.08,0,0,0,255,0,0,5.72,27.4497,0.063246,-0.063246,-0.063243,,
,1509096339.3346,617366.68,5795506.47,-8.49,-26.2,-0.02,-0.07,1.65,3.98,1.35,252.04,0,0,0,255,0,0,5.76,27.5412,0.072801,0.072801,0.072756,,
,1509096339.3746,617366.34,5795505.42,-8.49,-26.2,-0.02,-0.07,1.65,3.98,1.35,252.04,0,0,0,255,0,0,5.8,27.5412,0.072801,0.072801,0.072756,,
,1509096339.4146,617365.96,5795504.37,-8.52,-26.29,-0.06,-0.21,1.65,3.98,1.35,252,0,0,0,255,0,0,5.84,27.6361,0.2184,0.2184,0.21826,,
,1509096339.4546,617365.62,5795503.32,-8.52,-26.29,-0.06,-0.21,1.65,3.98,1.35,252,0,0,0,255,0,0,5.88,27.6361,0.2184,0.2184,0.21826,,
,1509096339.4946,617365.24,5795502.26,-8.58,-26.37,-0.11,-0.35,1.65,3.98,1.35,251.97,0,0,0,255,0,0,5.92,27.7307,0.36688,0.36688,0.36686,,
,1509096339.5346,617364.9,5795501.2,-8.58,-26.37,-0.11,-0.35,1.65,3.98,1.35,251.97,0,0,0,255,0,0,5.96,27.7307,0.36688,0.36688,0.36686,,
,1509096339.5746,617364.52,5795500.16,-8.61,-26.45,-0.16,-0.49,1.65,3.98,1.35,251.93,0,0,0,255,0,0,6,27.8161,0.51546,0.51546,0.51546,,
,1509096339.6146,617364.17,5795499.1,-8.61,-26.45,-0.16,-0.49,1.65,3.98,1.35,251.93,0,0,0,255,0,0,6.04,27.8161,0.51546,0.51546,0.51546,,
,1509096339.6546,617363.8,5795498.06,-8.67,-26.53,-0.2,-0.63,1.65,3.98,1.35,251.9,0,0,0,255,0,0,6.08,27.9107,0.66098,0.66098,0.66096,,
,1509096339.6946,617363.46,5795497,-8.67,-26.53,-0.2,-0.63,1.65,3.98,1.35,251.9,0,0,0,255,0,0,6.12,27.9107,0.66098,0.66098,0.66096,,
,1509096339.7346,617363.09,5795495.96,-8.71,-26.61,-0.25,-0.77,1.65,3.98,1.35,251.86,0,0,0,255,0,0,6.16,27.9992,0.80957,0.80957,0.80956,,
,1509096339.7746,617362.71,5795494.92,-8.76,-26.69,-0.28,-0.91,1.65,3.98,1.35,251.82,0,0,0,255,0,0,6.2,28.0908,0.9521,0.9521,0.95193,,
,1509096339.8146,617362.36,5795493.85,-8.76,-26.69,-0.28,-0.91,1.65,3.98,1.35,251.82,0,0,0,255,0,0,6.24,28.0908,0.9521,0.9521,0.95193,,
,1509096339.8546,617361.76,5795492.73,-9.07,-27.33,-0.42,-1.26,1.65,3.98,1.35,251.63,0,0,0,255,0,0,6.28,28.7957,1.3282,1.3282,1.3282,,
,1509096339.8946,617361.4,5795491.64,-9.07,-27.33,-0.42,-1.26,1.65,3.98,1.35,251.63,0,0,0,255,0,0,6.32,28.7957,1.3282,1.3282,1.3282,,
,1509096339.9346,617360.97,5795490.5,-9.3,-27.99,-0.53,-1.6,1.65,3.98,1.35,251.61,0,0,0,255,0,0,6.36,29.4946,1.6855,1.6855,1.6855,,
,1509096339.9746,617360.6,5795489.38,-9.3,-27.99,-0.53,-1.6,1.65,3.98,1.35,251.61,0,0,0,255,0,0,6.4,29.4946,1.6855,1.6855,1.6855,,
,1509096340.0146,617360.23,5795488.19,-9.34,-28.04,-0.52,-1.56,1.65,3.98,1.35,251.58,0,0,0,255,0,0,6.44,29.5546,1.6444,1.6444,1.6444,,
,1509096340.0546,617359.86,5795487.07,-9.34,-28.04,-0.52,-1.56,1.65,3.98,1.35,251.58,0,0,0,255,0,0,6.48,29.5546,1.6444,1.6444,1.6444,,
,1509096340.0946,617359.44,5795485.97,-9.32,-27.56,-0.36,-1.06,1.65,3.98,1.35,251.29,0,0,0,255,0,0,6.52,29.0932,1.1195,1.1195,1.1195,,
,1509096340.1346,617359.07,5795484.87,-9.32,-27.56,-0.36,-1.06,1.65,3.98,1.35,251.29,0,0,0,255,0,0,6.56,29.0932,1.1195,1.1195,1.1195,,
,1509096340.1746,617358.65,5795483.8,-9.49,-27.53,-0.34,-1,1.65,3.98,1.35,250.97,0,0,0,255,0,0,6.6,29.1198,1.0562,1.0562,1.0562,,
,1509096340.2146,617358.27,5795482.7,-9.49,-27.53,-0.34,-1,1.65,3.98,1.35,250.97,0,0,0,255,0,0,6.64,29.1198,1.0562,1.0562,1.0562,,
,1509096340.2546,617357.87,5795481.59,-9.68,-27.69,-0.4,-1.13,1.65,3.98,1.35,250.72,0,0,0,255,0,0,6.68,29.3332,1.1987,1.1987,1.1987,,
,1509096340.2946,617357.49,5795480.48,-9.68,-27.69,-0.4,-1.13,1.65,3.98,1.35,250.72,0,0,0,255,0,0,6.72,29.3332,1.1987,1.1987,1.1987,,
,1509096340.3346,617357.17,5795479.36,-9.55,-27.72,-0.35,-1.02,1.65,3.98,1.35,250.97,0,0,0,255,0,0,6.76,29.319,1.0784,1.0784,1.0784,,
,1509096340.3746,617356.79,5795478.25,-9.55,-27.72,-0.35,-1.02,1.65,3.98,1.35,250.97,0,0,0,255,0,0,6.8,29.319,1.0784,1.0784,1.0784,,
,1509096340.4146,617356.39,5795477.15,-9.78,-28.06,-0.49,-1.42,1.65,3.98,1.35,250.75,0,0,0,255,0,0,6.84,29.7155,1.5022,1.5022,1.5022,,
,1509096340.4546,617355.99,5795476.03,-9.78,-28.06,-0.49,-1.42,1.65,3.98,1.35,250.75,0,0,0,255,0,0,6.88,29.7155,1.5022,1.5022,1.5022,,
,1509096340.4946,617355.64,5795474.93,-9.83,-28.24,-0.52,-1.51,1.65,3.98,1.35,250.8,0,0,0,255,0,0,6.92,29.9019,1.597,1.597,1.597,,
,1509096340.5346,617355.24,5795473.8,-9.83,-28.24,-0.52,-1.51,1.65,3.98,1.35,250.8,0,0,0,255,0,0,6.96,29.9019,1.597,1.597,1.597,,
,1509096340.5746,617354.86,5795472.76,-9.77,-27.86,-0.28,-0.8,1.65,3.98,1.35,250.64,0,0,0,255,0,0,7,29.5234,0.84758,0.84758,0.84758,,
,1509096340.6146,617354.46,5795471.64,-9.77,-27.86,-0.28,-0.8,1.65,3.98,1.35,250.64,0,0,0,255,0,0,7.04,29.5234,0.84758,0.84758,0.84758,,
,1509096340.6546,617354.09,5795470.58,-9.99,-28.33,-0.5,-1.43,1.65,3.98,1.35,250.56,0,0,0,255,0,0,7.08,30.0398,1.5149,1.5149,1.5149,,
,1509096340.6946,617353.69,5795469.45,-9.99,-28.33,-0.5,-1.43,1.65,3.98,1.35,250.56,0,0,0,255,0,0,7.12,30.0398,1.5149,1.5149,1.5149,,
,1509096340.7346,617353.33,5795468.39,-10.09,-28.59,-0.57,-1.65,1.65,3.98,1.35,250.55,0,0,0,255,0,0,7.16,30.3182,1.7457,1.7457,1.7456,,
,1509096340.7746,617352.96,5795467.34,-10.14,-28.74,-0.59,-1.67,1.65,3.98,1.35,250.56,0,0,0,255,0,0,7.2,30.4763,1.7712,1.7712,1.7712,,
,1509096340.8146,617352.55,5795466.19,-10.14,-28.74,-0.59,-1.67,1.65,3.98,1.35,250.56,0,0,0,255,0,0,7.24,30.4763,1.7712,1.7712,1.7712,,
,1509096340.8546,617352.19,5795465.01,-10.19,-29.19,-0.74,-2.13,1.65,3.98,1.35,250.75,0,0,0,255,0,0,7.28,30.9175,2.2549,2.2549,2.2549,,
,1509096340.8946,617351.78,5795463.85,-10.19,-29.19,-0.74,-2.13,1.65,3.98,1.35,250.75,0,0,0,255,0,0,7.32,30.9175,2.2549,2.2549,2.2549,,
,1509096340.9346,617351.37,5795462.83,-9.73,-27.27,0.39,1.1,1.65,3.98,1.35,250.35,0,0,0,255,0,0,7.36,28.9539,1.1671,-1.1671,-1.1671,,
,1509096340.9746,617350.99,5795461.73,-9.73,-27.27,0.39,1.1,1.65,3.98,1.35,250.35,0,0,0,255,0,0,7.4,28.9539,1.1671,-1.1671,-1.1671,,
,1509096341.0146,617350.6,5795460.74,-9.61,-26.64,0.7,1.94,1.65,3.98,1.35,250.13,0,0,0,255,0,0,7.44,28.3203,2.0624,-2.0624,-2.0624,,
,1509096341.0546,617350.22,5795459.68,-9.61,-26.64,0.7,1.94,1.65,3.98,1.35,250.13,0,0,0,255,0,0,7.48,28.3203,2.0624,-2.0624,-2.0624,,
,1509096341.0946,617349.77,5795458.47,-10.02,-27.74,-0.04,-0.11,1.65,3.98,1.35,250.11,0,0,0,255,0,0,7.52,29.4942,0.11705,0.11705,0.11705,,
,1509096341.1346,617349.37,5795457.36,-10.02,-27.74,-0.04,-0.11,1.65,3.98,1.35,250.11,0,0,0,255,0,0,7.56,29.4942,0.11705,0.11705,0.11705,,
,1509096341.1746,617348.91,5795456.13,-9.86,-27.03,0.35,0.97,1.65,3.98,1.35,249.93,0,0,0,255,0,0,7.6,28.7722,1.0312,-1.0312,-1.0312,,
,1509096341.2146,617348.51,5795455.05,-9.86,-27.03,0.35,0.97,1.65,3.98,1.35,249.93,0,0,0,255,0,0,7.64,28.7722,1.0312,-1.0312,-1.0312,,
,1509096341.2546,617348.13,5795453.87,-11.51,-32.2,-2.64,-7.38,1.65,3.98,1.35,250.33,0,0,0,255,0,0,7.68,34.1953,7.838,7.838,7.838,,
,1509096341.2946,617347.67,5795452.58,-11.51,-32.2,-2.64,-7.38,1.65,3.98,1.35,250.33,0,0,0,255,0,0,7.72,34.1953,7.838,7.838,7.838,,
,1509096341.3346,617347.2,5795451.06,-12.43,-35.63,-4.16,-11.94,1.65,3.98,1.35,250.76,0,0,0,255,0,0,7.76,37.7359,12.6439,12.6439,12.6439,,
,1509096341.3746,617346.7,5795449.64,-12.43,-35.63,-4.16,-11.94,1.65,3.98,1.35,250.76,0,0,0,255,0,0,7.8,37.7359,12.6439,12.6439,12.6439,,
,1509096341.4146,617346.24,5795448.27,-12.3,-35.22,-3.28,-9.39,1.65,3.98,1.35,250.74,0,0,0,255,0,0,7.84,37.306,9.9464,9.9464,9.9464,,
,1509096341.4546,617345.74,5795446.86,-12.3,-35.22,-3.28,-9.39,1.65,3.98,1.35,250.74,0,0,0,255,0,0,7.88,37.306,9.9464,9.9464,9.9464,,
,1509096341.4946,617345.28,5795445.48,-12.17,-34.81,-2.39,-6.85,1.65,3.98,1.35,250.72,0,0,0,255,0,0,7.92,36.8761,7.255,7.255,7.255,,
,1509096341.5346,617344.79,5795444.09,-12.17,-34.81,-2.39,-6.85,1.65,3.98,1.35,250.72,0,0,0,255,0,0,7.96,36.8761,7.255,7.255,7.255,,
,1509096341.5746,617344.46,5795443.26,-11.53,-32.7,-0.9,-2.57,1.65,3.98,1.35,250.56,0,0,0,255,0,0,8,34.6732,2.723,2.723,2.723,,
,1509096341.6146,617344,5795441.95,-11.53,-32.7,-0.9,-2.57,1.65,3.98,1.35,250.56,0,0,0,255,0,0,8.04,34.6732,2.723,2.723,2.723,,
,1509096341.6546,617343.73,5795441.28,-11.39,-32.03,-0.42,-1.19,1.65,3.98,1.35,250.42,0,0,0,255,0,0,8.08,33.9949,1.2619,1.2619,1.2619,,
,1509096341.6946,617343.27,5795440,-11.39,-32.03,-0.42,-1.19,1.65,3.98,1.35,250.42,0,0,0,255,0,0,8.12,33.9949,1.2619,1.2619,1.2619,,
,1509096341.7346,617342.95,5795439.14,-11.38,-31.86,-0.27,-0.76,1.65,3.98,1.35,250.33,0,0,0,255,0,0,8.16,33.8314,0.80654,0.80654,0.80653,,
,1509096341.7746,617342.5,5795438.16,-11.52,-31.75,-0.2,-0.55,1.65,3.98,1.35,250.04,0,0,0,255,0,0,8.2,33.7753,0.58523,0.58523,0.58523,,
,1509096341.8146,617342.04,5795436.89,-11.52,-31.75,-0.2,-0.55,1.65,3.98,1.35,250.04,0,0,0,255,0,0,8.24,33.7753,0.58523,0.58523,0.58523,,
,1509096341.8546,617341.56,5795435.81,-11.4,-30.99,0.22,0.61,1.65,3.98,1.35,249.79,0,0,0,255,0,0,8.28,33.0203,0.64846,-0.64846,-0.64845,,
,1509096341.8946,617341.11,5795434.57,-11.4,-30.99,0.22,0.61,1.65,3.98,1.35,249.79,0,0,0,255,0,0,8.32,33.0203,0.64846,-0.64846,-0.64845,,
,1509096341.9346,617340.77,5795433.71,-11.57,-31.41,-0.01,-0.04,1.65,3.98,1.35,249.77,0,0,0,255,0,0,8.36,33.4732,0.041231,0.041231,0.04099,,
,1509096341.9746,617340.31,5795432.46,-11.57,-31.41,-0.01,-0.04,1.65,3.98,1.35,249.77,0,0,0,255,0,0,8.4,33.4732,0.041231,0.041231,0.04099,,
,1509096342.0146,617339.89,5795431.37,-11.54,-31.24,0.09,0.25,1.65,3.98,1.35,249.71,0,0,0,255,0,0,8.44,33.3033,0.26571,-0.26571,-0.2657,,
,1509096342.0546,617339.42,5795430.12,-11.54,-31.24,0.09,0.25,1.65,3.98,1.35,249.71,0,0,0,255,0,0,8.48,33.3033,0.26571,-0.26571,-0.2657,,
,1509096342.0946,617339,5795429.04,-11.52,-31.08,0.2,0.55,1.65,3.98,1.35,249.66,0,0,0,255,0,0,8.52,33.1463,0.58523,-0.58523,-0.58522,,
,1509096342.1346,617338.54,5795427.8,-11.52,-31.08,0.2,0.55,1.65,3.98,1.35,249.66,0,0,0,255,0,0,8.56,33.1463,0.58523,-0.58523,-0.58522,,
,1509096342.1746,617338.11,5795426.7,-11.49,-30.91,0.31,0.84,1.65,3.98,1.35,249.6,0,0,0,255,0,0,8.6,32.9765,0.89538,-0.89538,-0.89537,,
,1509096342.2146,617337.65,5795425.47,-11.49,-30.91,0.31,0.84,1.65,3.98,1.35,249.6,0,0,0,255,0,0,8.64,32.9765,0.89538,-0.89538,-0.89537,,
,1509096342.2546,617337.24,5795424.37,-11.46,-30.75,0.42,1.13,1.65,3.98,1.35,249.55,0,0,0,255,0,0,8.68,32.8161,1.2055,-1.2055,-1.2055,,
,1509096342.2946,617336.78,5795423.14,-11.46,-30.75,0.42,1.13,1.65,3.98,1.35,249.55,0,0,0,255,0,0,8.72,32.8161,1.2055,-1.2055,-1.2055,,
,1509096342.3346,617336.42,5795422.31,-11.57,-30.71,0.42,1.12,1.65,3.98,1.35,249.34,0,0,0,255,0,0,8.76,32.8172,1.1962,-1.1962,-1.1962,,
,1509096342.3746,617335.96,5795421.08,-11.57,-30.71,0.42,1.12,1.65,3.98,1.35,249.34,0,0,0,255,0,0,8.8,32.8172,1.1962,-1.1962,-1.1962,,
,1509096342.4146,617335.62,5795420.21,-11.56,-30.41,0.53,1.4,1.65,3.98,1.35,249.18,0,0,0,255,0,0,8.84,32.5331,1.497,-1.497,-1.497,,
,1509096342.4546,617335.16,5795418.99,-11.56,-30.41,0.53,1.4,1.65,3.98,1.35,249.18,0,0,0,255,0,0,8.88,32.5331,1.497,-1.497,-1.497,,
,1509096342.4946,617334.8,5795418.02,-11.74,-31.01,0.22,0.6,1.65,3.98,1.35,249.25,0,0,0,255,0,0,8.92,33.1579,0.63906,-0.63906,-0.63903,,
,1509096342.5346,617334.33,5795416.78,-11.74,-31.01,0.22,0.6,1.65,3.98,1.35,249.25,0,0,0,255,0,0,8.96,33.1579,0.63906,-0.63906,-0.63903,,
,1509096342.5746,617333.86,5795415.54,-11.74,-31.01,0.22,0.6,1.65,3.98,1.35,249.25,0,0,0,255,0,0,9,33.1579,0.63906,-0.63906,-0.63903,,
,1509096342.6146,617333.39,5795414.3,-11.74,-31.01,0.22,0.6,1.65,3.98,1.35,249.25,0,0,0,255,0,0,9.04,33.1579,0.63906,-0.63906,-0.63903,,

"object_id,""ts"",""x"",""y"",""x_v"",""y_v"",""x_a"",""y_a"",""x_size"",""y_size"",""z_size"",""heading"",""pedestrian_probability"",""bicyclist_probability"",""motorcycle_probability"",""car_probability"",""van_probability"",""truck_probability"",""t0"",""v_abs"",""a_abs"",""a_signed"",""a_in_heading"",""class"","
"4165,1509096336.8546,617418.06,5795659.15,-8.83,-33.15,0,0,1.7,4.07,1.37,255.08,0,0,0,255,0,0,0,34.3059,0,0,0,""c"","
,1509096336.8946,617417.71,5795657.82,-8.83,-33.15,0,0,1.7,4.07,1.37,255.08,0,0,0,255,0,0,0.04,34.3059,0,0,0,,
,1509096336.9346,617417.18,5795656.61,-9.3,-33.58,-0.02,-0.07,1.7,4.07,1.37,254.51,0,0,0,255,0,0,0.08,34.844,0.072801,0.072801,0.072799,,
,1509096336.9746,617416.81,5795655.27,-9.3,-33.58,-0.02,-0.07,1.7,4.07,1.37,254.51,0,0,0,255,0,0,0.12,34.844,0.072801,0.072801,0.072799,,
,1509096337.0146,617416.29,5795653.93,-9.24,-31.99,0.13,0.46,1.7,4.07,1.37,253.88,0,0,0,255,0,0,0.16,33.2977,0.47802,-0.47802,-0.47801,,
,1509096337.0546,617415.92,5795652.65,-9.24,-31.99,0.13,0.46,1.7,4.07,1.37,253.88,0,0,0,255,0,0,0.2,33.2977,0.47802,-0.47802,-0.47801,,
,1509096337.0946,617415.48,5795651.49,-8.44,-28.52,0.72,2.44,1.7,4.07,1.37,253.5,0,0,0,255,0,0,0.24,29.7426,2.544,-2.544,-2.544,,
,1509096337.1346,617415.15,5795650.35,-8.44,-28.52,0.72,2.44,1.7,4.07,1.37,253.5,0,0,0,255,0,0,0.28,29.7426,2.544,-2.544,-2.544,,
,1509096337.1746,617414.86,5795649.5,-7.98,-26.9,1.2,4.05,1.7,4.07,1.37,253.46,0,0,0,255,0,0,0.32,28.0587,4.224,-4.224,-4.224,,
,1509096337.2146,617414.54,5795648.42,-7.98,-26.9,1.2,4.05,1.7,4.07,1.37,253.46,0,0,0,255,0,0,0.36,28.0587,4.224,-4.224,-4.224,,
,1509096337.2546,617414.22,5795647.51,-7.52,-25.28,1.69,5.68,1.7,4.07,1.37,253.42,0,0,0,255,0,0,0.4,26.3748,5.9261,-5.9261,-5.9261,,
,1509096337.2946,617413.92,5795646.5,-7.52,-25.28,1.69,5.68,1.7,4.07,1.37,253.42,0,0,0,255,0,0,0.44,26.3748,5.9261,-5.9261,-5.9261,,
,1509096337.3346,617413.68,5795645.78,-7.25,-24.21,1.91,6.38,1.7,4.07,1.37,253.32,0,0,0,255,0,0,0.48,25.2722,6.6598,-6.6598,-6.6598,,
,1509096337.3746,617413.39,5795644.81,-7.25,-24.21,1.91,6.38,1.7,4.07,1.37,253.32,0,0,0,255,0,0,0.52,25.2722,6.6598,-6.6598,-6.6598,,
,1509096337.4146,617413.09,5795643.76,-8.32,-27.15,0.75,2.46,1.7,4.07,1.37,252.95,0,0,0,255,0,0,0.56,28.3962,2.5718,-2.5718,-2.5718,,
,1509096337.4546,617412.75,5795642.67,-8.32,-27.15,0.75,2.46,1.7,4.07,1.37,252.95,0,0,0,255,0,0,0.6,28.3962,2.5718,-2.5718,-2.5718,,
,1509096337.4946,617412.4,5795641.58,-7.57,-24.91,1.5,4.94,1.71,4.09,1.39,253.1,0,0,0,255,0,0,0.64,26.0348,5.1627,-5.1627,-5.1627,,
,1509096337.5346,617412.09,5795640.58,-7.57,-24.91,1.5,4.94,1.71,4.09,1.39,253.1,0,0,0,255,0,0,0.68,26.0348,5.1627,-5.1627,-5.1627,,
,1509096337.5746,617411.83,5795639.58,-7.11,-24.16,1.62,5.51,1.71,4.09,1.41,253.58,0,0,0,255,0,0,0.72,25.1845,5.7432,-5.7432,-5.7432,,
,1509096337.6146,617411.54,5795638.62,-7.11,-24.16,1.62,5.51,1.71,4.09,1.41,253.58,0,0,0,255,0,0,0.76,25.1845,5.7432,-5.7432,-5.7432,,
,1509096337.6546,617411.2,5795637.63,-7.63,-25.73,0.82,2.77,1.71,4.05,1.41,253.48,0,0,0,255,0,0,0.8,26.8375,2.8888,-2.8888,-2.8888,,
,1509096337.6946,617410.89,5795636.6,-7.63,-25.73,0.82,2.77,1.71,4.05,1.41,253.48,0,0,0,255,0,0,0.84,26.8375,2.8888,-2.8888,-2.8888,,
,1509096337.7346,617410.5,5795635.52,-7.89,-26.15,0.54,1.79,1.73,4.05,1.41,253.19,0,0,0,255,0,0,0.88,27.3144,1.8697,-1.8697,-1.8697,,
,1509096337.7746,617410.07,5795634.44,-8.24,-26.79,0.17,0.56,1.73,4.03,1.41,252.88,0,0,0,255,0,0,0.92,28.0286,0.58523,-0.58523,-0.58523,,
,1509096337.8146,617409.74,5795633.36,-8.24,-26.79,0.17,0.56,1.73,4.03,1.41,252.88,0,0,0,255,0,0,0.96,28.0286,0.58523,-0.58523,-0.58523,,
,1509096337.8546,617409.29,5795632.15,-8.75,-27.95,-0.42,-1.34,1.73,4.01,1.41,252.6,0,0,0,255,0,0,1,29.2876,1.4043,1.4043,1.4043,,
,1509096337.8946,617408.94,5795631.03,-8.75,-27.95,-0.42,-1.34,1.73,4.01,1.41,252.6,0,0,0,255,0,0,1.04,29.2876,1.4043,1.4043,1.4043,,
,1509096337.9346,617408.53,5795629.8,-8.76,-27.67,-0.25,-0.81,1.73,4,1.41,252.42,0,0,0,255,0,0,1.08,29.0236,0.8477,0.8477,0.84768,,
,1509096337.9746,617408.18,5795628.69,-8.76,-27.67,-0.25,-0.81,1.73,4,1.41,252.42,0,0,0,255,0,0,1.12,29.0236,0.8477,0.8477,0.84768,,
,1509096338.0146,617407.8,5795627.51,-8.73,-27.35,-0.08,-0.25,1.73,3.97,1.41,252.29,0,0,0,255,0,0,1.16,28.7095,0.26249,0.26249,0.26249,,
,1509096338.0546,617407.45,5795626.42,-8.73,-27.35,-0.08,-0.25,1.73,3.97,1.41,252.29,0,0,0,255,0,0,1.2,28.7095,0.26249,0.26249,0.26249,,
,1509096338.0946,617407.04,5795625.27,-9.21,-28.59,-0.72,-2.24,1.73,3.98,1.41,252.14,0,0,0,255,0,0,1.24,30.0368,2.3529,2.3529,2.3529,,
,1509096338.1346,617406.67,5795624.13,-9.21,-28.59,-0.72,-2.24,1.73,3.98,1.41,252.14,0,0,0,255,0,0,1.28,30.0368,2.3529,2.3529,2.3529,,
,1509096338.1746,617406.28,5795623.09,-9.61,-29.68,-1.2,-3.7,1.73,3.96,1.41,252.05,0,0,0,255,0,0,1.32,31.197,3.8897,3.8897,3.8897,,
,1509096338.2146,617405.9,5795621.9,-9.61,-29.68,-1.2,-3.7,1.73,3.96,1.41,252.05,0,0,0,255,0,0,1.36,31.197,3.8897,3.8897,3.8897,,
,1509096338.2546,617405.45,5795620.66,-10.55,-32.09,-2.36,-7.19,1.73,3.96,1.41,251.8,0,0,0,255,0,0,1.4,33.7797,7.5674,7.5674,7.5674,,
,1509096338.2946,617405.03,5795619.37,-10.55,-32.09,-2.36,-7.19,1.73,3.96,1.41,251.8,0,0,0,255,0,0,1.44,33.7797,7.5674,7.5674,7.5674,,
,1509096338.3346,617404.78,5795618.71,-10.15,-30.89,-1.4,-4.26,1.72,3.95,1.41,251.8,0,0,0,255,0,0,1.48,32.5148,4.4841,4.4841,4.4841,,
,1509096338.3746,617404.38,5795617.48,-10.15,-30.89,-1.4,-4.26,1.72,3.95,1.41,251.8,0,0,0,255,0,0,1.52,32.5148,4.4841,4.4841,4.4841,,
,1509096338.4146,617404.16,5795616.9,-9.77,-29.97,-0.68,-2.1,1.72,3.94,1.41,251.93,0,0,0,255,0,0,1.56,31.5223,2.2074,2.2074,2.2073,,
,1509096338.4546,617403.76,5795615.71,-9.77,-29.97,-0.68,-2.1,1.72,3.94,1.41,251.93,0,0,0,255,0,0,1.6,31.5223,2.2074,2.2074,2.2073,,
,1509096338.4946,617403.31,5795614.45,-10.54,-31.64,-1.54,-4.63,1.72,3.95,1.4,251.56,0,0,0,255,0,0,1.64,33.3494,4.8794,4.8794,4.8794,,
,1509096338.5346,617402.89,5795613.18,-10.54,-31.64,-1.54,-4.63,1.72,3.95,1.4,251.56,0,0,0,255,0,0,1.68,33.3494,4.8794,4.8794,4.8794,,
,1509096338.5746,617402.28,5795611.61,-10.92,-32.07,-1.67,-4.92,1.72,3.96,1.4,251.19,0,0,0,255,0,0,1.72,33.8782,5.1957,5.1957,5.1957,,
,1509096338.6146,617401.85,5795610.33,-10.92,-32.07,-1.67,-4.92,1.72,3.96,1.4,251.19,0,0,0,255,0,0,1.76,33.8782,5.1957,5.1957,5.1957,,
,1509096338.6546,617401.4,5795609.06,-10.97,-31.87,-1.38,-4.03,1.72,3.96,1.4,251,0,0,0,255,0,0,1.8,33.7052,4.2597,4.2597,4.2597,,
,1509096338.6946,617400.96,5795607.79,-10.97,-31.87,-1.38,-4.03,1.72,3.96,1.4,251,0,0,0,255,0,0,1.84,33.7052,4.2597,4.2597,4.2597,,
,1509096338.7346,617400.47,5795606.4,-10.63,-30.83,-0.65,-1.88,1.72,3.98,1.4,250.96,0,0,0,255,0,0,1.88,32.6111,1.9892,1.9892,1.9892,,
,1509096338.7746,617399.95,5795605.06,-10.39,-29.85,-0.04,-0.12,1.72,3.98,1.4,250.8,0,0,0,255,0,0,1.92,31.6066,0.12649,0.12649,0.12648,,
,1509096338.8146,617399.53,5795603.86,-10.39,-29.85,-0.04,-0.12,1.72,3.98,1.4,250.8,0,0,0,255,0,0,1.96,31.6066,0.12649,0.12649,0.12648,,
,1509096338.8546,617399.16,5795602.56,-8.41,-25.84,2.18,6.71,1.71,3.97,1.4,251.96,0,0,0,255,0,0,2,27.1741,7.0552,-7.0552,-7.0552,,
